NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Other_desigs,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
,,,7.8,0.15,4.0,0.07,E,,,,,,2001 OJ108,,2452100.5,359.95376,185.65727,118.50093,9.0942,0.0912766,0.00327486,44.9097783,MPO 16126,1,Marsden,200A,2001-07-25,2452114.61995,300.9617938,40.8105664,49.0089902,22.2678081,1.0033338,Distant Object
,,,16.5,0.15,169.0,0.57,0,1996-2020,M-v,3Ek,(321235),,2009 BL44,,2459200.5,92.54656,195.08128,308.9373,1.04047,0.0766776,0.18695986,3.0290316,E2021-B25,13,Pan,0000,2020-05-26,2458705.4922,5.2717609,2.7967727,3.2612905,1.5056113,1.2340955,MBA
,,,16.77,0.15,137.0,0.66,0,2000-2020,M-v,3Ek,(433839),,2015 BM250,,2459200.5,25.2289,145.30552,20.74928,1.39347,0.0305438,0.19127921,2.9832584,E2021-B25,14,Pan,0000,2020-03-22,2459068.60432,5.1527172,2.8921384,3.0743784,1.4902376,1.2408062,MBA
,,,17.9,0.15,30.0,0.31,2,2005-2018,M-v,38h,,,2014 UA121,,2459000.5,128.00971,115.64239,219.98366,12.59151,0.2033152,0.21640076,2.7476634,MPO499837,3,Veres,0000,2018-09-29,2458408.95982,4.5545481,2.1890217,3.3063051,1.3170415,1.2813297,MBA
,,,16.3,0.15,196.0,0.67,0,2000-2020,M-v,3Ek,(245355),,2005 EL263,,2459200.5,12.25722,351.67277,318.84997,1.87551,0.0672691,0.21120041,2.7925838,E2021-B55,15,Pan,0000,2020-06-16,2459142.46403,4.666694,2.6047292,2.9804384,1.3899735,1.2727252,MBA
,,,17.6,0.15,32.0,0.16,4.0,2016-2021,M-v,38h,,,2019 SY110,,2459200.5,125.02623,232.26051,103.22534,0.33593,0.1158626,0.19701108,2.9251105,E2021-B10,3,Veres,0000,2021-01-15,2458565.88452,5.0028032,2.5861996,3.2640214,1.4429217,1.2498249,MBA
,,,17.1,0.15,59.0,0.38,1.0,2010-2020,M-v,38h,,,2010 NS120,,2459000.5,19.78835,178.15966,332.8305,10.72604,0.1777844,0.19062677,2.9900615,E2020-N66,4,Veres,0000,2020-02-29,2458896.69319,5.1703528,2.4584752,3.5216478,1.4477769,1.2397879,MBA
1.0,,,24.4,0.15,29.0,0.56,9,,M-v,3Eh,,,2007 TD,,2459000.5,181.88787,12.51518,185.7169,3.50243,0.5341625,1.71863754,0.6902608,MPO126812,1,MPCW,2802,2007-10-09,2459104.13566,0.573482,0.3215494,1.0589722,0.2466545,1.3445671,Aten
,,,16.5,0.15,46.0,0.24,1,2007-2020,M-v,38h,,,2007 TF471,,2459000.5,143.0193,282.80283,60.80641,16.68812,0.2471345,0.18021027,3.1042,MPO543234,4,Rudenko,0000,2020-01-26,2458206.87511,5.4692093,2.3370451,3.8713549,1.4573048,1.2237532,MBA
,,,17.4,0.15,248.0,0.4,0,1993-2019,M-v,38h,(152979),,2000 GR148,,2459200.5,347.56433,18.1394,127.48836,0.72015,0.0833928,0.2798155,2.3150206,MPO493869,16,Williams,0000,2019-09-29,2459244.94239,3.5223482,2.1219646,2.5080766,1.1494606,1.396456,MBA
,,,16.8,0.15,93.0,0.23,0,2001-2019,M-v,38h,(329846),,2004 TY96,,2459200.5,6.4572,256.36765,194.96455,3.73433,0.138288,0.19301448,2.9653511,MPO494744,9,Williams,0000,2019-09-26,2459167.0455,5.1063924,2.5552786,3.3754236,1.4543215,1.2435228,MBA
,,,17.0,0.15,347.0,0.52,0,2003-2020,M-v,3Ek,(216067),,2006 QP13,,2459200.5,58.66052,228.85287,81.53471,7.30037,0.1312047,0.28334486,2.2957565,E2021-B55,14,Pan,0000,2020-11-16,2458993.47125,3.4784738,1.9945425,2.5969705,1.1281179,1.4034741,MBA
,,,15.15,0.15,737.0,0.53,0,1998-2021,M-v,3Ek,(108365),,2001 KU15,,2459200.5,184.73483,113.67135,220.2353,12.79123,0.1823067,0.23743747,2.582874,E2021-B55,18,Pan,0000,2021-01-15,2459938.65317,4.15102,2.1119988,3.0537492,1.2485151,1.3173575,MBA
,,,17.0,0.15,90.0,0.45,0,2002-2020,M-v,38h,,,2014 WC495,,2459000.5,35.51634,296.09291,245.98637,7.77909,0.0876043,0.22132989,2.7067159,E2020-OH0,7,Veres,0400,2020-06-23,2458840.03205,4.453116,2.4695959,2.9438359,1.3429716,1.2895935,MBA
,,,16.9,0.15,86.0,0.37,0,2004-2020,M-v,38h,(432424),,2010 AS82,,2459200.5,159.13152,66.17657,287.11679,11.03118,0.2039994,0.21165946,2.7885446,MPO528530,8,Williams,0000,2020-01-04,2458448.67173,4.6565728,2.2196832,3.357406,1.3362486,1.2734801,MBA
,,,16.8,0.15,117.0,0.32,0,2005-2018,M-v,38h,(493322),,2014 UV202,,2459200.5,121.05391,180.28098,218.15122,12.2208,0.1562654,0.2146142,2.762891,MPO460769,6,MPCLINUX,0000,2018-09-29,2458636.44641,4.5924626,2.3311467,3.1946353,1.3477122,1.2783606,MBA
,,,14.0,0.15,66.0,0.29,0.0,2011-2020,M-v,38h,,,2017 YR26,,2459000.5,281.87406,175.02676,127.35398,31.61157,0.0621643,0.08427809,5.1522027,MPO546155,5,MPCLINUX,0009,2020-05-25,2459927.50278,11.6947088,4.8319196,5.4724858,2.5661463,1.0935042,Jupiter Trojan
,,,19.0,0.15,29.0,0.2,1.0,2005-2019,M-v,38h,,,2012 GG6,,2459000.5,157.26305,136.79387,19.15239,5.78617,0.0990674,0.28413019,2.2915243,MPO498621,4,Veres,0000,2019-05-27,2458447.01042,3.4688594,2.0645089,2.5185397,1.1345172,1.4050453,MBA
,,,18.8,0.15,28.0,0.19,2.0,2016-2020,M-v,38h,,,2016 UP3,,2459000.5,297.86063,179.20161,212.01065,12.71018,0.2834824,0.22924494,2.6440493,E2020-QE6,2,Veres,0000,2020-08-19,2459271.56108,4.2993651,1.8945079,3.3935907,1.2157837,1.3030886,MBA
,,,20.0,0.15,6.0,0.2,,,,,,,2001 QG303,,2452140.5,1.74583,3.46628,319.57892,2.38748,0.1388569,0.28122054,2.3073033,MPO 50548,1,MPCW,2000,2001-08-21,2452134.29195,3.5047499,1.9869183,2.6276883,1.1314078,1.3992415,MBA
,,,17.6,0.15,58.0,0.31,0,2002-2018,M-v,38h,(516174),,2016 PY82,,2459200.5,347.84424,357.18453,81.95418,6.99969,0.1162625,0.27326988,2.3518423,MPO438472,4,MPCLINUX,0000,2018-03-16,2459244.98263,3.6067189,2.0784112,2.6252734,1.1600263,1.383624,MBA
,,,16.0,0.15,51.0,0.24,0.0,2006-2020,M-v,38h,,,2012 BJ123,,2459200.5,207.54643,242.18736,268.89986,15.65923,0.1180855,0.18210325,3.0826502,E2020-UQ6,7,MPCLINUX,0400,2020-09-18,2460037.68227,5.4123562,2.7186339,3.4466665,1.5198326,1.2266363,MBA
,,,15.26,0.15,1132.0,0.53,0,1998-2021,M-v,3Ek,(46797),,1998 KA4,,2459200.5,218.95639,207.8084,80.55398,7.95944,0.156841,0.29312881,2.2443834,E2021-B10,18,Pan,0000,2021-01-09,2459681.66599,3.3623705,1.8923721,2.5963947,1.0945868,1.4233036,MBA
,,,16.2,0.15,94.0,0.46,0.0,2002-2020,M-v,38h,,,2002 CS65,,2459000.5,101.30971,80.91132,101.59139,12.73104,0.2259005,0.1805775,3.09999,E2020-R76,9,MPCLINUX,0400,2020-09-10,2458439.46825,5.4580868,2.3997007,3.8002793,1.4708971,1.2243115,MBA
,,,16.7,0.15,151.0,0.34,0,2000-2020,M-v,38h,(407499),,2010 VM84,,2459200.5,104.77079,119.4552,251.16278,3.37427,0.0848271,0.21148664,2.7900636,MPO535032,10,MPCW,0000,2020-01-19,2458705.09845,4.6603781,2.5533906,3.0267366,1.3849937,1.2731958,MBA
1.0,,,26.2,0.15,15.0,0.57,7.0,,M-v,3Eh,,,2011 FS2,,2459000.5,7.82439,76.53965,180.29124,13.95524,0.1153522,0.87919794,1.0791412,MPO477643,1,MPCLINUX,2803,2011-03-25,2458991.60054,1.1210305,0.9546599,1.2036225,0.532391,9.2623834,Apollo
,,,16.65,0.15,458.0,0.52,0,2000-2020,M-v,3Ek,(266253),,2006 YB4,,2459200.5,194.58036,192.77358,330.25858,5.41466,0.1362253,0.25956151,2.4339362,E2021-B55,12,Pan,0000,2020-09-24,2459837.80422,3.7972027,2.1023725,2.7654999,1.1943844,1.3575,MBA
1.0,,,26.1,0.15,12.0,0.1,8.0,,M-v,3Eh,,,2017 RO17,,2459000.5,227.65614,19.04956,188.08352,0.95666,0.3772031,1.21207813,0.8711955,MPO435136,1,MPCLINUX,2802,2017-09-22,2459109.68757,0.8131552,0.5425779,1.1998131,0.37362,4.352035,Aten
,,,18.9,0.15,42.0,0.19,2,2005-2019,M-v,38h,,,2006 SN309,,2459000.5,120.76485,316.15989,1.96828,7.62196,0.2428529,0.30556848,2.18305,MPO512369,4,Veres,0005,2019-11-28,2458605.2862,3.2254887,1.65289,2.71321,1.0271496,1.4493395,Object with perihelion distance < 1.665 AU
,,,18.0,0.15,39.0,0.2,1.0,2005-2017,M-v,38h,,,2005 UJ301,,2459000.5,172.91561,322.66973,148.60045,5.48158,0.2519242,0.24208297,2.5497243,MPO478605,4,Williams,0000,2017-11-17,2458286.21737,4.0713631,1.907387,3.1920616,1.193952,1.3255883,MBA
,,,16.4,0.15,301.0,0.39,1,1999-2019,M-v,38h,(164828),,1999 TL40,,2459200.5,106.4268,166.1508,153.55216,5.34742,0.267025,0.24238543,2.5476028,MPO475412,11,MPCLINUX,0000,2019-08-05,2458761.4191,4.0662828,1.8673292,3.2278764,1.1829764,1.3261278,MBA
,,,17.5,0.15,125.0,0.53,0,2003-2020,M-v,3Ek,(502057),,2015 AK168,,2459200.5,125.37373,37.28624,113.50575,6.17695,0.1144028,0.23437277,2.6053412,E2021-B25,6,Pan,0000,2020-06-24,2458665.56684,4.2052993,2.3072829,2.9033995,1.2856212,1.3119833,MBA
,,,17.1,0.15,50.0,0.24,1,2014-2019,M-v,38h,,,2014 WM30,,2459000.5,12.26615,178.44225,227.61772,14.93785,0.1397419,0.18068885,3.0987163,MPO508430,3,MPCLINUX,0000,2019-11-29,2458932.6145,5.4547233,2.6656958,3.5317368,1.5191026,1.2244808,MBA
,,,19.3,0.15,16.0,0.22,4.0,,M-v,38h,,,2017 FA168,,2459000.5,74.05194,156.70591,18.81823,20.64687,0.0425066,0.3669115,1.9323917,MPO523185,1,Veres,2006,2017-04-22,2458798.67493,2.6862272,1.8502523,2.0145311,0.9644501,1.5930399,Hungaria
,,,17.6,0.15,23.0,0.09,2.0,2014-2019,M-v,38h,,,2019 KT23,,2459200.5,103.43787,343.70826,256.56984,8.41684,0.2117967,0.18043113,3.1016663,E2020-XI0,2,Veres,0000,2019-06-10,2458627.21818,5.4625146,2.4447436,3.758589,1.4812661,1.2240889,MBA
,,,13.73,0.15,2260.0,0.45,0,1981-2020,M-v,3Ek,(8528),,1992 SC24,['1985 XQ'],2459200.5,208.02976,168.26742,236.97829,6.12525,0.1226982,0.26788393,2.383261,E2021-B10,24,Pan,0000,2020-07-14,2459767.79889,3.679234,2.0908392,2.6756828,1.1736907,1.373241,MBA
,,,18.3,0.15,77.0,0.39,1,2001-2020,M-v,38h,,,2001 XC225,,2459000.5,63.14255,348.86603,72.19786,22.50932,0.0759122,0.38130976,1.8834356,MPO542811,4,Rudenko,0406,2020-01-19,2458834.90613,2.5847953,1.7404599,2.0264113,0.936291,1.6309963,Hungaria
,,,17.7,0.15,14.0,0.13,5.0,,M-v,38h,,,2020 JX14,,2459000.5,46.61601,324.30997,212.94808,29.12352,0.2683137,0.18370177,3.0647413,E2020-N66,1,Veres,2000,2020-05-30,2458746.74073,5.3652595,2.2424292,3.8870534,1.4220519,1.2290815,MBA
,,,16.93,0.15,69.0,0.52,0,1999-2020,M-v,3Ek,(435763),,2008 US215,,2459200.5,304.45115,1.08758,359.70796,7.83024,0.2533358,0.2254272,2.673818,E2021-B25,5,Pan,0000,2020-05-25,2459446.91592,4.3721773,1.9964442,3.3511918,1.2511075,1.2965443,MBA
,,,16.6,0.15,80.0,0.25,0,2003-2019,M-v,38h,(455454),,2003 ST334,,2459200.5,17.10674,13.77889,10.6547,8.55066,0.168002,0.17656349,3.1467974,MPO477180,7,MPCLINUX,0000,2019-07-06,2459103.61276,5.5821715,2.6181291,3.6754657,1.52899,1.2182371,MBA
,,,17.9,0.15,59.0,0.28,0.0,2006-2020,M-v,38h,,,2020 QF31,,2459200.5,32.98812,9.69409,344.11432,6.83244,0.323064,0.21575028,2.7531833,E2020-Y10,4,MPCLINUX,0000,2020-11-23,2459047.6004,4.5682797,1.8637289,3.6426377,1.2329163,1.2802471,MBA
,,,17.2,0.15,117.0,0.32,0,2007-2019,M-v,38h,(477144),,2009 DW39,,2459200.5,283.76756,80.69641,329.22102,3.2719,0.2066163,0.21400361,2.7681438,MPO477246,6,MPCLINUX,0000,2019-05-27,2459556.72036,4.6055656,2.1962002,3.3400874,1.3249855,1.277349,MBA
,,,17.09,0.15,332.0,0.61,0,2000-2020,M-v,3Ek,(203077),,2000 QH57,,2459200.5,166.27301,233.56222,143.48534,3.41581,0.19418,0.2690044,2.3766385,E2021-B55,11,Pan,0000,2020-03-24,2458582.39483,3.6639091,1.9151428,2.8381342,1.1435126,1.3753882,MBA
,,,18.9,0.15,39.0,0.18,0,2007-2020,M-v,38h,,,2014 YN83,,2459200.5,42.58454,315.58226,48.32647,6.78675,0.080787,0.30345507,2.1931741,E2020-W62,4,Veres,0000,2020-10-23,2459060.16769,3.2479525,2.0159941,2.3703541,1.0894301,1.4448493,MBA
,,,16.6,0.15,67.0,0.5,0.0,2007-2017,M-v,38h,,,2016 GK258,,2459000.5,237.42305,68.71277,200.20715,11.55447,0.0651043,0.18024846,3.1037615,MPO457098,6,MPCLINUX,0400,2017-07-26,2459680.54459,5.4680504,2.9016933,3.3058297,1.545303,1.2238113,MBA
,,,18.7,0.15,16.0,0.09,4.0,,M-v,38h,,,2015 MM154,,2459000.5,164.61817,311.43034,293.94172,0.53611,0.1444798,0.27159047,2.3615276,MPO521033,1,Veres,2000,2015-08-11,2458394.37338,3.6290215,2.0203346,2.7027206,1.156116,1.3803697,MBA
,,,17.3,0.15,66.0,0.31,0,2001-2020,M-v,38h,,,2013 YH112,,2459000.5,61.21255,97.27432,353.26245,5.31039,0.2254006,0.17536332,3.1611386,MPO544068,7,MPCLINUX,0400,2020-03-22,2458651.43865,5.6203752,2.4486161,3.8736611,1.5002678,1.2164326,MBA
,,,18.5,0.15,61.0,0.28,0.0,2010-2020,M-v,38h,,,2013 CT242,,2459000.5,22.43524,255.73397,299.53652,2.37559,0.1412104,0.2966989,2.2263431,E2020-O85,6,Veres,0000,2020-05-14,2458924.88381,3.3219121,1.9119603,2.5407259,1.0909745,1.4306795,MBA
,,,17.38,0.15,215.0,0.55,0,2005-2020,M-v,3Ek,(279210),,2009 UW40,,2459200.5,234.58829,306.73804,181.24658,6.47697,0.1418583,0.26038605,2.4287953,E2021-B55,10,Pan,0000,2020-09-16,2459682.13768,3.7851786,2.0842505,2.7733401,1.1899594,1.3590434,MBA
,,,18.3,0.15,93.0,0.65,0,2000-2020,M-v,3Ek,(533894),,2014 PM28,,2459200.5,321.44248,150.41234,118.39853,1.70051,0.1667865,0.27525664,2.3405118,E2021-B25,6,Pan,0000,2020-02-02,2459340.57846,3.5806861,1.950146,2.7308776,1.137702,1.3874939,MBA
,,,15.9,0.15,44.0,0.3,0.0,1998-2017,M-v,38h,,,2016 AH189,,2459000.5,256.91693,227.43753,130.92436,6.75238,0.2728671,0.12300457,4.0042564,MPO416247,5,MPCLINUX,0008,2017-01-28,2459838.54308,8.0127726,2.9116266,5.0968862,1.8530568,1.142597,Hilda
,,,16.3,0.15,211.0,0.27,0,1995-2019,M-v,38h,(267123),,2000 DY90,['2009 SC214'],2459200.5,321.84973,302.43045,141.15145,0.34109,0.1540685,0.17905696,3.1175152,MPO494444,11,Williams,0000,2019-08-24,2459413.56227,5.5044365,2.6372043,3.5978261,1.5217572,1.2220033,MBA
,,,18.8,0.15,23.0,0.27,3,2014-2018,M-v,38h,,,2014 WG258,,2459000.5,160.50727,213.89162,150.94566,4.1482,0.267471,0.24183795,2.5514462,E2020-HL1,2,MPCLINUX,0000,2018-11-11,2458336.80225,4.075488,1.8690083,3.2338841,1.1844569,1.3251516,MBA
,,,17.1,0.15,64.0,0.35,0.0,2006-2019,M-v,38h,,,2006 DR77,,2459000.5,16.75331,99.103,18.60264,1.94461,0.0217892,0.20217143,2.8751215,MPO528876,7,Rudenko,0400,2019-12-08,2458917.63314,4.8751087,2.8124749,2.9377681,1.4368782,1.2580573,MBA
,,,17.5,0.15,64.0,0.34,0.0,2004-2021,M-v,38h,,,2016 BM46,,2459200.5,37.52076,301.88745,139.41704,6.77256,0.1217805,0.20068346,2.8893157,E2021-B69,8,MPCLINUX,0400,2021-01-18,2459013.53506,4.9112551,2.5374534,3.241178,1.4232329,1.2556724,MBA
,,,16.3,0.15,137.0,0.54,0,2002-2020,M-v,3Ek,(310622),,2002 AL109,,2459200.5,271.5469,111.32629,312.77248,6.62591,0.241172,0.18900596,3.0071312,E2021-B25,8,Pan,0000,2020-06-29,2459668.49121,5.2146908,2.2818954,3.732367,1.4161123,1.2372653,MBA
,,,17.4,0.15,72.0,0.38,0,2002-2019,M-v,38h,(339889),,2005 TR137,,2459200.5,200.47204,188.85102,66.96952,5.04635,0.2075992,0.27507862,2.3415216,MPO494786,11,Williams,0000,2019-10-03,2459780.43592,3.5830037,1.8554236,2.8276196,1.120304,1.3871462,MBA
,,,15.2,0.15,297.0,0.35,0,2002-2019,M-v,38h,(195863),,2002 QV90,,2459200.5,147.72685,261.36861,27.21903,8.51217,0.0335632,0.17621318,3.1509665,MPO533270,11,MPCW,0000,2019-12-24,2458362.15796,5.5932686,3.04521,3.256723,1.5737085,1.2177099,MBA
,,,13.2,0.15,2305.0,0.49,0,1985-2021,M-v,3Ek,(7813),Anderserikson,1985 UF3,"['1989 TA8', '1993 MR1']",2459200.5,142.91454,182.29933,194.75387,12.52709,0.1687686,0.23495526,2.6010334,E2021-B10,25,Pan,0000,2021-01-14,2458592.23706,4.1948737,2.1620606,3.0400062,1.2634743,1.3130014,MBA
,,,15.5,0.15,145.0,0.34,0,2005-2020,M-v,38h,,,2008 BL3,,2459000.5,46.50899,221.12037,289.57648,15.42927,0.0353765,0.17574557,3.1565533,MPO545715,9,MPCLINUX,0400,2020-05-26,2458735.8617,5.6081509,3.0448855,3.2682211,1.5763014,1.2170068,MBA
,,,16.1,0.15,171.0,0.41,0.0,2001-2019,M-v,38h,(350603),,2001 RK105,,2459200.5,321.88753,40.50276,323.62622,11.76081,0.1601394,0.20207733,2.8760139,MPO471635,9,MPCLINUX,0000,2019-04-09,2459389.10342,4.8773786,2.4154508,3.336577,1.4011298,1.2579062,MBA
,,,16.2,0.15,110.0,0.22,0,1999-2021,M-v,38h,,,2014 WO515,,2459200.5,92.76662,339.77679,43.04541,11.03549,0.0701051,0.1720073,3.2021238,E2021-C07,8,MPCLINUX,0400,2021-02-01,2458661.18208,5.7300337,2.9776386,3.426609,1.5931931,1.211415,MBA
,,,16.8,0.15,105.0,0.35,0,2004-2019,M-v,38h,(452617),,2005 QX147,,2459200.5,137.02877,225.46213,70.80489,7.10621,0.2131662,0.21311048,2.7758725,MPO528584,9,Williams,0000,2019-12-24,2458557.50571,4.6248673,2.1841503,3.3675947,1.3248687,1.2758722,MBA
,,,17.4,0.15,48.0,0.28,0.0,2001-2020,M-v,38h,,,2012 XH45,,2459000.5,176.85548,92.58794,304.3985,1.82591,0.1842975,0.18690717,3.0296008,MPO543920,7,MPCLINUX,0400,2020-04-22,2458054.2787,5.273247,2.4712529,3.5879487,1.4633493,1.2340141,MBA
,,,19.1,0.15,29.0,0.27,2,2009-2019,M-v,38h,,,2014 WY363,,2459000.5,89.32138,174.6435,259.46495,19.67721,0.0734496,0.40762111,1.801489,E2020-OH0,3,MPCLINUX,0006,2019-12-21,2458781.37155,2.4179506,1.6691704,1.9338076,0.8958851,1.7052432,Hungaria
,,,13.97,0.15,1890.0,0.45,0,1989-2021,M-v,3Ek,(21024),,1989 GD3,,2459200.5,159.63264,48.93758,216.32662,13.46505,0.1681387,0.23551447,2.5969145,E2021-B10,19,Pan,0000,2021-01-12,2458522.69584,4.1849134,2.1602727,3.0335563,1.2617491,1.3139803,MBA
,,,17.7,0.15,105.0,0.34,0,2005-2019,M-v,38h,(389898),,2012 TM27,,2459200.5,5.47061,262.62529,205.39721,5.98471,0.0533668,0.27113097,2.364195,MPO494978,9,Williams,0000,2019-10-02,2459180.32299,3.6351718,2.2380255,2.4903645,1.1787309,1.3794819,MBA
,,,18.8,0.15,44.0,0.44,2,2001-2016,M-v,38h,,,2001 SU356,,2459000.5,213.01121,269.35665,105.86683,3.08488,0.2147963,0.29624022,2.2286406,MPO495507,4,Williams,0400,2016-02-17,2459496.68111,3.3270556,1.7499368,2.7073444,1.0629084,1.4297276,MBA
,,,16.6,0.15,52.0,0.31,0.0,2008-2019,M-v,38h,,,2011 VP30,,2459000.5,96.48975,101.59353,69.30103,5.7656,0.0164665,0.18461209,3.0546583,E2020-N37,7,Veres,0400,2019-05-28,2458477.83761,5.3388037,3.0043588,3.1049578,1.526915,1.2304783,MBA
,,,17.6,0.15,25.0,0.15,1.0,2009-2020,M-v,38h,,,2020 OV64,,2459200.5,338.38852,49.13237,337.18986,8.96818,0.2196075,0.17641061,3.1486152,E2021-B10,3,Veres,0000,2020-09-14,2459323.0067,5.5870091,2.4571557,3.8400747,1.4983828,1.218007,MBA
,,,17.9,0.15,40.0,0.24,0.0,2000-2020,M-v,38h,,,2011 QA113,,2459200.5,328.73562,93.07667,342.91572,10.37553,0.1796548,0.22491739,2.6778569,E2020-Y10,6,MPCLINUX,0000,2020-11-10,2459339.50389,4.3820875,2.1967671,3.1589467,1.2957134,1.2956754,MBA
,,,18.0,0.15,83.0,0.36,0,2006-2019,M-v,38h,(465091),,2006 UV81,['2010 XY88'],2459200.5,267.477,286.45756,81.11998,2.64549,0.1824205,0.2560554,2.456104,MPO472567,6,MPCLINUX,0000,2019-01-25,2459561.83977,3.8491969,2.0080603,2.9041477,1.1871858,1.3509761,MBA
,,,17.3,0.15,167.0,0.36,0,2000-2018,M-v,38h,(384636),,2011 EB23,['2010 BL98'],2459200.5,194.29405,146.5102,56.30171,5.73047,0.0586522,0.26357833,2.4091449,MPO455753,9,MPCLINUX,0000,2018-01-22,2459829.17827,3.7393351,2.2678433,2.5504465,1.2004286,1.3650521,MBA
,,,18.2,0.15,18.0,0.22,3.0,2018-2019,M-v,38h,,,2018 LO24,,2459200.5,166.11095,65.47428,253.76632,8.69721,0.1757302,0.23248289,2.6194416,E2020-W62,2,Veres,0000,2019-12-04,2458485.99144,4.2394848,2.1591266,3.0797566,1.2692752,1.3086911,MBA
,,,17.3,0.15,45.0,0.57,1.0,2006-2019,M-v,38h,,,2008 SJ16,,2459000.5,202.13722,92.1254,330.3126,10.11456,0.1164565,0.23198319,2.6232018,MPO497253,5,Veres,0000,2019-02-04,2459680.99259,4.2486167,2.3177129,2.9286907,1.2938128,1.3078233,MBA
,,,18.3,0.15,32.0,0.48,3.0,2002-2020,M-v,38h,,,2002 VX90,,2459000.5,262.38079,207.35074,222.74727,11.43313,0.2129925,0.26790691,2.3831247,E2020-QG2,3,MPCLINUX,0000,2020-08-21,2459364.87736,3.6789184,1.875537,2.8907124,1.1375062,1.373285,MBA
,,,17.8,0.15,17.0,0.23,4.0,,M-v,38h,,,2017 UM84,,2459000.5,179.39443,348.31447,35.75833,17.7937,0.2108557,0.17610842,3.1522159,MPO523952,1,Veres,2000,2017-11-27,2457981.84087,5.5965957,2.4875532,3.8168786,1.506034,1.2175523,MBA
,,,17.8,0.15,73.0,0.31,0,2005-2019,M-v,38h,(509939),,2009 QB51,,2459200.5,63.44576,190.23653,137.68477,4.75505,0.1895209,0.27451396,2.3447314,MPO477374,7,MPCLINUX,0000,2019-04-25,2458969.37961,3.5903737,1.9003558,2.789107,1.1302565,1.3860447,MBA
,,,16.7,0.15,36.0,0.22,2.0,2016-2020,M-v,38h,,,2017 RX34,,2459000.5,168.00018,194.62969,159.07495,12.0336,0.1402013,0.173474,3.1840493,MPO545042,3,MPCLINUX,0000,2020-02-29,2458032.05412,5.6815872,2.7376414,3.6304572,1.5607312,1.2136028,MBA
,,,15.5,0.15,204.0,0.36,0,2001-2020,M-v,38h,(208366),,2001 RX144,,2459200.5,117.92417,63.48106,302.65273,15.91182,0.2673223,0.17312254,3.1883573,MPO527553,9,Williams,0000,2020-01-03,2458519.33972,5.6931218,2.3360383,4.0406763,1.4802567,1.2130778,MBA
,,,17.9,0.15,38.0,0.26,0.0,2001-2019,M-v,38h,,,2017 SR197,,2459200.5,234.82483,59.59592,337.70181,3.87399,0.1093826,0.21218546,2.7839342,E2020-YE2,6,Veres,0000,2019-02-09,2459790.433,4.6450292,2.4794202,3.0884482,1.3753128,1.2743462,MBA
,,,16.5,0.15,299.0,0.38,0,1995-2019,M-v,38h,(335151),,2004 XH45,,2459200.5,233.94905,185.98498,253.10616,4.3345,0.2815889,0.22248384,2.6973485,MPO534506,9,MPCW,0000,2019-05-10,2459767.06237,4.430019,1.9378051,3.4568919,1.2417348,1.2915436,MBA
,,,19.2,0.15,29.0,0.14,2.0,2015-2019,M-v,38h,,,2015 KW183,,2459000.5,88.5003,223.96043,106.59392,3.47615,0.2290107,0.27605764,2.3359822,MPO520959,2,MPCLINUX,0000,2019-10-28,2458679.91364,3.5702966,1.8010173,2.8709471,1.1067348,1.3890602,MBA
,,,15.8,0.15,280.0,0.4,0,2003-2020,M-v,38h,(189243),,2004 RX175,,2459200.5,235.79004,5.50079,277.85059,7.93042,0.2156942,0.21408514,2.767441,MPO533199,13,MPCW,0000,2020-01-24,2459780.68965,4.6038117,2.17052,3.364362,1.3193443,1.277484,MBA
,,,16.22,0.15,156.0,0.6,0,1994-2020,M-v,3Ek,(395422),,2011 ST185,,2459200.5,198.68526,37.28057,13.14761,13.15831,0.0506051,0.17527998,3.1621406,E2021-B25,11,Pan,0000,2020-06-17,2460120.82652,5.6230477,3.0021202,3.322161,1.5770214,1.2163075,MBA
,,,19.3,0.15,15.0,0.08,,,,,,,2017 RD49,,2458000.5,42.66446,288.99342,3.34089,4.48381,0.1484242,0.30139564,2.2031534,MPO450709,1,MPCW,2000,2017-09-28,2457858.94365,3.2701457,1.8761521,2.5301547,1.0773092,1.4405004,MBA
,,,17.1,0.15,384.0,0.6,0,1995-2020,M-v,3Ek,(208593),,2002 CQ140,,2459200.5,129.02301,264.57902,287.17785,1.86869,0.172595,0.28443208,2.2899025,E2021-B55,15,Pan,0000,2020-06-17,2458746.88363,3.4651775,1.8946768,2.6851282,1.1108443,1.4056503,MBA
,,,18.3,0.15,62.0,0.24,0.0,2005-2019,M-v,38h,,,2005 UR545,,2459000.5,358.59276,137.33883,332.12608,4.57651,0.1079661,0.28090259,2.3090441,E2020-N26,5,Veres,0400,2019-11-19,2459005.50971,3.508717,2.0597456,2.5583426,1.1410642,1.3986101,MBA
,,,16.7,0.15,91.0,0.25,0.0,2007-2020,M-v,38h,,,2016 CX75,,2459200.5,130.48576,296.41678,46.5402,10.96279,0.1151391,0.1916981,2.9789109,E2020-YA9,8,MPCLINUX,0400,2020-12-23,2458519.81636,5.1414577,2.6359218,3.3219,1.4697097,1.2414609,MBA
