NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Other_desigs,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
,,,17.0,0.15,25.0,0.23,2.0,2015-2016,M-v,38h,,,2015 EC16,,2459000.5,303.69996,80.28737,119.68439,10.35432,0.0763403,0.18110668,3.0939484,MPO488628,2,Williams,0000,2016-06-28,2459311.36686,5.4421386,2.8577555,3.3301413,1.5379587,1.2251168,MBA
,,,18.52,0.15,103.0,0.48,0.0,1995-2020,M-v,3Ek,(423911),,2006 SB316,,2459200.5,273.02726,0.54446,77.13508,2.46164,0.1592005,0.26943884,2.3740831,E2021-B25,9,Pan,0000,2020-07-22,2459523.29219,3.6580015,1.9961279,2.7520383,1.1569562,1.3762225,MBA
,,,18.6,0.15,136.0,0.23,0.0,1995-2016,M-v,38h,,,2016 TZ89,,2459200.5,29.97416,237.9773,171.9882,2.15747,0.164698,0.2627983,2.4139096,E2020-X51,5,Veres,0400,2016-11-18,2459086.44234,3.7504338,2.0163435,2.8114757,1.1742156,1.363579,MBA
,,,18.5,0.15,63.0,0.31,1,2006-2018,M-v,38h,,,2006 WD132,,2459000.5,171.39515,33.12969,280.7105,1.3428,0.1238542,0.30827701,2.1702443,MPO479781,6,Williams,0400,2018-06-14,2458444.52226,3.1971494,1.9014504,2.4390382,1.0684765,1.4551352,MBA
,,,17.9,0.15,58.0,0.22,1,2010-2020,M-v,38h,,,2016 AU75,,2459000.5,21.40935,201.06289,247.38988,7.83931,0.1750496,0.22015594,2.7163295,MPO544726,3,Rudenko,0000,2020-01-22,2458903.25369,4.4768617,2.2408371,3.1918219,1.3165474,1.2876157,MBA
,,,17.01,0.15,211.0,0.49,0,2001-2020,M-v,3Ek,(275131),,2009 VO67,,2459200.5,164.28369,69.09169,48.66616,10.06089,0.039555,0.23128803,2.6284554,E2021-B55,9,Pan,0000,2020-06-24,2458490.20076,4.2613864,2.5244868,2.732424,1.3121715,1.3066181,MBA
,,,17.0,0.15,32.0,0.28,1.0,2007-2020,M-v,38h,,,2019 SV136,,2459200.5,3.34893,185.602,279.78368,21.22656,0.1027867,0.2145737,2.7632386,E2021-BD8,4,Veres,0000,2020-12-24,2459184.89264,4.5933293,2.4792144,3.0472628,1.3670223,1.2782934,MBA
,,,16.6,0.15,153.0,0.35,0,1999-2019,M-v,38h,(302940),,2003 SR407,,2459200.5,123.92064,282.35608,69.89635,15.54432,0.1269342,0.24430429,2.5342453,MPO507367,11,Williams,0000,2019-11-29,2458693.26091,4.0343444,2.2125629,2.8559277,1.2467064,1.3295605,MBA
,,,18.8,0.15,7.0,0.75,E,,,,,,2010 LJ20,,2455340.5,320.652,229.00976,37.03882,2.45687,0.3119847,0.27238824,2.3569144,MPO456719,1,MPCW,2005,2010-06-04,2455484.9556,3.6183928,1.6215932,3.0922356,1.0637527,1.3819137,Object with perihelion distance < 1.665 AU
,,,16.5,0.15,79.0,0.33,0.0,2005-2020,M-v,38h,,,2011 CO121,,2459200.5,322.11751,108.02131,328.50353,11.69954,0.0412931,0.16934402,3.2356097,E2020-W08,8,MPCLINUX,0400,2020-11-16,2459424.2014,5.8201502,3.1020013,3.3692181,1.6150463,1.2074624,MBA
,,,16.99,0.15,377.0,0.53,0,1999-2020,M-v,3Ek,(205264),,2000 SV33,,2459200.5,344.91507,175.44334,147.11648,4.36715,0.1082821,0.2858345,2.2824063,E2021-B55,14,Pan,0000,2020-07-18,2459253.27505,3.4481761,2.0352626,2.52955,1.1278225,1.4084674,MBA
,,,17.3,0.15,27.0,0.3,3.0,2012-2017,M-v,38h,,,2012 HD19,,2459000.5,183.83192,84.36684,105.56355,15.7379,0.1933093,0.17980329,3.1088824,MPO484234,2,Williams,0000,2017-02-27,2459980.28278,5.4815886,2.5079065,3.7098583,1.4963541,1.2231352,MBA
,,,16.7,0.15,40.0,0.28,0.0,2007-2020,M-v,38h,,,2014 DL180,,2459200.5,64.03905,237.78779,295.92493,7.01308,0.0929295,0.17915154,3.1164178,E2021-C07,5,Veres,0000,2020-04-27,2458843.04248,5.5015304,2.8268107,3.4060249,1.5447524,1.2221467,MBA
,,,17.1,0.15,70.0,0.27,0.0,2008-2020,M-v,38h,,,2008 WZ91,,2459000.5,106.67961,322.63967,61.47115,11.37408,0.1006423,0.18937913,3.0031796,MPO543388,6,Rudenko,0400,2020-01-31,2458437.18752,5.2044155,2.7009327,3.3054265,1.4863804,1.2378452,MBA
,,,18.3,0.15,46.0,0.27,0.0,2000-2019,M-v,38h,,,2008 GW138,,2459000.5,113.45754,162.71076,344.519,0.9094,0.1279117,0.25801125,2.443676,MPO497212,7,Veres,0000,2019-02-26,2458560.76118,3.8200182,2.1311012,2.7562508,1.201847,1.3546076,MBA
,,,16.9,0.15,68.0,0.37,0.0,2009-2020,M-v,38h,,,2009 GE7,,2459000.5,261.1655,193.0015,168.6177,9.72908,0.0720606,0.19260922,2.9695092,E2020-N25,6,MPCLINUX,0400,2020-07-08,2459513.63489,5.1171366,2.7555246,3.1834938,1.4770447,1.2428873,MBA
,,,15.8,0.15,76.0,0.42,0,2003-2020,M-v,38h,,,2013 UO13,,2459000.5,42.9563,62.22387,3.94319,25.68097,0.1763978,0.17614845,3.1517385,MPO544042,7,Rudenko,0400,2020-01-26,2458756.63574,5.5953243,2.5957788,3.7076982,1.5268342,1.2176125,MBA
,,,16.87,0.15,192.0,0.59,0,1994-2020,M-v,3Ek,(273792),,2007 FJ11,,2459200.5,57.43034,349.43286,249.11216,4.4558,0.2154598,0.23157541,2.6262804,E2021-B55,15,Pan,0000,2020-06-16,2458952.50155,4.2560982,2.0604226,3.1921382,1.2521804,1.307116,MBA
,,,16.1,0.15,117.0,0.27,0.0,2008-2020,M-v,38h,,,2015 FO320,,2459000.5,56.34149,352.97444,100.84308,10.43297,0.0733368,0.1724493,3.19665,MPO544497,9,MPCLINUX,0400,2020-03-17,2458673.78664,5.7153474,2.9622179,3.4310821,1.5897288,1.2120735,MBA
,,,16.4,0.15,665.0,0.36,0,1992-2019,M-v,38h,(65390),,2002 RA13,,2459200.5,145.52337,283.65455,30.64632,1.08056,0.2232256,0.28751914,2.2734821,MPO526572,16,Williams,0000,2019-12-11,2458694.36538,3.4279723,1.7659827,2.7809815,1.0800976,1.4118663,MBA
,,,18.44,0.15,134.0,0.56,0,1994-2020,M-v,3Ek,(314013),,2004 VA81,,2459200.5,304.82207,263.24543,167.48869,1.69323,0.1279973,0.29928227,2.2135129,E2021-B25,10,Pan,0000,2020-09-13,2459384.86756,3.2932378,1.9301892,2.4968366,1.0886241,1.4360647,MBA
,,,17.5,0.15,109.0,0.47,0.0,2009-2020,M-v,38h,,,2016 UT49,,2459200.5,46.02831,46.82947,277.59436,4.19327,0.0726989,0.2249675,2.6774592,E2020-SL3,7,MPCLINUX,0400,2020-09-26,2458995.90018,4.3811114,2.4828109,2.8721075,1.3316542,1.2957607,MBA
,,,16.77,0.15,320.0,0.59,0,1960-2020,M-v,3Ek,(161407),,2003 UB213,,2459200.5,33.11452,265.39709,38.71835,6.62742,0.1091997,0.2772914,2.3290481,E2021-B55,15,Pan,0000,2020-09-10,2459081.07863,3.5544113,2.0747167,2.5833795,1.1506376,1.3914796,MBA
,,,17.7,0.15,48.0,0.33,0.0,2006-2020,M-v,38h,,,2006 AU111,,2459000.5,95.67226,295.04772,128.08952,4.8022,0.1929808,0.2155837,2.7546014,MPO543043,6,MPCLINUX,0400,2020-02-15,2458556.71756,4.5718097,2.2230162,3.2861866,1.3260078,1.2799701,MBA
,,,11.32,0.15,1733.0,0.5,0,1973-2021,M-v,3Ek,(9713),Oceax,1973 SP1,"['1986 VM8', '1996 RC27']",2459200.5,256.61591,313.00224,155.9663,4.15906,0.0544603,0.0837564,5.1735747,E2021-B10,25,Pan,0009,2021-01-13,2460434.84257,11.7675509,4.8918203,5.4553291,2.5791151,1.0928716,Jupiter Trojan
,,,16.1,0.15,384.0,0.36,0,1996-2019,M-v,38h,(112908),,2002 QX54,,2459200.5,123.51436,281.07089,24.67836,3.07347,0.0658679,0.229947,2.6386648,MPO493639,14,Williams,0000,2019-08-27,2458663.35727,4.2862385,2.4648615,2.8124681,1.3136084,1.3042993,MBA
,,,16.99,0.15,189.0,0.48,0.0,2005-2020,M-v,3Ek,(413698),,2005 YS23,,2459200.5,139.41892,1.8618,105.57423,16.01099,0.1394942,0.22333815,2.6904655,E2021-B25,8,Pan,0000,2020-05-20,2458576.2495,4.4130733,2.3151612,3.0657698,1.3190564,1.2929911,MBA
,,,18.0,0.15,44.0,0.21,0.0,2013-2018,M-v,38h,,,2017 FR35,,2459000.5,222.75868,208.77319,28.7378,1.57347,0.1073614,0.22998274,2.6383914,MPO457127,5,MPCLINUX,0000,2018-08-14,2459597.24628,4.2855724,2.35513,2.9216528,1.30399,1.304361,MBA
,,,16.0,0.15,220.0,0.47,0.0,2001-2020,M-v,3Ek,(345672),,2006 UN56,,2459200.5,168.11276,209.91454,235.53097,9.63986,0.078693,0.18611636,3.0381766,E2021-B25,10,Pan,0000,2020-06-17,2458297.23274,5.295653,2.7990934,3.2772598,1.5096812,1.2327935,MBA
,,,18.1,0.15,18.0,0.21,2,2013-2017,M-v,38h,,,2013 TS180,,2459000.5,234.00047,149.86121,198.279,28.48209,0.2281167,0.23544759,2.5974062,MPO518639,2,Veres,0000,2017-11-13,2459535.64915,4.186102,2.0048945,3.1899179,1.2311222,1.3138631,MBA
,,,19.5,0.15,23.0,0.13,3.0,,M-v,38h,,,2020 OO57,,2459200.5,4.25965,274.67327,97.8387,2.97927,0.2251521,0.27741056,2.3283811,E2020-WF1,1,Veres,0000,2020-09-14,2459185.14496,3.5528846,1.8041412,2.852621,1.1051737,1.3917138,MBA
,,,17.9,0.15,18.0,0.25,3.0,,M-v,38h,,,2019 RS26,,2459000.5,38.25675,271.01793,96.81758,11.09762,0.2243291,0.17820357,3.1274602,MPO545137,1,Rudenko,2000,2019-10-24,2458785.81987,5.5307966,2.4258799,3.8290405,1.4850377,1.2207117,MBA
,,,16.76,0.15,432.0,0.55,0,2002-2020,M-v,3Ek,(253023),,2002 RO241,,2459200.5,266.5114,190.05393,271.41137,3.70791,0.1828465,0.27035602,2.3687107,E2021-B55,10,Pan,0000,2020-10-19,2459546.29813,3.6455918,1.9356002,2.8018212,1.144759,1.3779873,MBA
,,,18.6,0.15,22.0,0.2,3,2015-2020,M-v,38h,,,2015 TP427,,2459200.5,27.27002,66.38025,260.03626,2.12415,0.2827362,0.18835071,3.0141015,E2020-V01,2,Veres,0000,2020-08-19,2459055.71678,5.2328322,2.1619059,3.8662971,1.3865775,1.2362484,MBA
,,,17.2,0.15,15.0,0.16,,,,,,,2014 EJ127,,2456720.5,227.99727,356.8502,302.63001,11.52439,0.0576788,0.17586105,3.1551712,MPO473314,1,MPCW,2000,2014-03-27,2457471.10832,5.604468,2.9731847,3.3371577,1.5723372,1.2171804,MBA
,,,17.76,0.15,194.0,0.54,0,2005-2020,M-v,3Ek,(295603),,2008 SW176,['2007 HQ82'],2459200.5,200.27424,295.10862,117.19401,4.69901,0.1321089,0.29347314,2.2426275,E2021-B55,10,Pan,0000,2020-05-16,2459744.76031,3.3584255,1.9463564,2.5388986,1.1017437,1.4240117,MBA
,,,17.4,0.15,79.0,0.3,0,2007-2018,M-v,38h,(394624),,2007 WQ60,,2459200.5,314.188,189.85147,236.11035,2.63647,0.0745793,0.21570476,2.7535706,MPO440704,6,MPCLINUX,0000,2018-03-19,2459412.88295,4.5692437,2.5482112,2.95893,1.3691275,1.2801714,MBA
,,,17.7,0.15,99.0,0.21,0,2013-2020,M-v,38h,,,2014 UC154,,2459000.5,259.40005,177.02913,153.08696,6.39727,0.1418582,0.28042808,2.3116481,MPO545943,4,MPCLINUX,0400,2020-05-21,2459359.23718,3.5146541,1.9837219,2.6395743,1.1325645,1.397669,MBA
,,,18.2,0.15,37.0,0.29,3.0,2007-2018,M-v,38h,,,2014 CO17,,2459000.5,182.55404,159.48588,71.31038,2.38317,0.130411,0.26360413,2.4089877,MPO446936,3,MPCLINUX,0000,2018-04-23,2459673.65326,3.7389691,2.0948292,2.7231462,1.184009,1.3651009,MBA
,,,17.9,0.15,132.0,0.42,1.0,2010-2020,M-v,38h,,,2010 VA49,,2459000.5,131.87015,51.82635,326.28606,4.55207,0.2769743,0.23942666,2.5685481,MPO543610,4,MPCLINUX,0400,2020-02-29,2458449.72515,4.1165326,1.8571263,3.2799699,1.1857513,1.3208694,MBA
,,,18.7,0.15,32.0,0.23,3.0,2008-2016,M-v,38h,,,2008 UW14,,2459000.5,315.6612,154.47797,186.08443,3.49505,0.2606323,0.23956164,2.5675833,MPO543355,3,Rudenko,0000,2016-07-13,2459185.58309,4.1142134,1.8983882,3.2367784,1.1965847,1.3211084,MBA
,,,19.2,0.15,14.0,0.22,,,,,,,2008 HR20,,2454560.5,304.02373,250.32947,37.23272,5.01075,0.2323766,0.30212823,2.1995906,MPO140766,1,MPCS,2000,2008-04-28,2454745.77324,3.2622165,1.6884572,2.710724,1.0404076,1.4420443,MBA
,,,17.6,0.15,49.0,0.28,3.0,2011-2020,M-v,38h,,,2011 UH302,,2459200.5,353.14588,134.92808,259.33105,12.79089,0.2168361,0.213323,2.7740285,E2020-U22,3,MPCLINUX,0000,2020-10-15,2459232.63024,4.6202596,2.172519,3.375538,1.3217998,1.2762233,MBA
,,,16.31,0.15,583.0,0.54,0,1995-2020,M-v,3Ek,(58350),,1995 DN6,,2459200.5,53.61064,146.08712,135.49623,2.36356,0.1475627,0.24537799,2.5268472,E2021-B10,16,Pan,0000,2020-12-07,2458982.01806,4.0166914,2.1539788,2.8997156,1.2359129,1.331489,MBA
,,,15.91,0.15,448.0,0.47,0,1993-2020,M-v,3Ek,(269628),,2011 AN23,"['2000 TU54', '2011 DA1']",2459200.5,74.09167,321.23171,141.45556,9.79161,0.2471748,0.21242658,2.7818271,E2021-B55,15,Pan,0000,2020-06-08,2458851.71268,4.6397566,2.0942295,3.4694247,1.3059352,1.2747436,MBA
,,,16.11,0.15,189.0,0.55,0,2000-2020,M-v,3Ek,(299658),,2006 OV,,2459200.5,258.91893,117.26453,233.4251,10.08134,0.059974,0.19297758,2.9657291,E2021-B55,12,Pan,0000,2020-05-22,2459724.29718,5.1073688,2.7878625,3.1435957,1.4775309,1.2434649,MBA
,,,13.14,0.15,1639.0,0.43,0,1979-2020,M-v,3Ek,(36273),,2000 AM68,,2459200.5,68.3049,137.61023,72.54932,36.23178,0.1690449,0.2136654,2.7710641,E2021-B10,18,Pan,0000,2020-09-05,2458880.81839,4.6128556,2.3026298,3.2394984,1.3459388,1.2767894,MBA
,,,16.3,0.15,119.0,0.24,0.0,2003-2020,M-v,38h,,,2009 JY3,,2459000.5,341.42155,16.11788,228.90183,18.60206,0.1127732,0.17669244,3.1452661,E2020-N32,8,Veres,0400,2020-06-23,2459105.64572,5.5780974,2.7905644,3.4999678,1.5526326,1.2184314,MBA
,,,17.8,0.15,75.0,0.27,2.0,2017-2021,M-v,38h,,,2017 DK116,,2459200.5,311.3327,241.85448,289.20729,12.52792,0.2145754,0.23203064,2.6228442,E2021-C14,2,MPCLINUX,0000,2021-02-02,2459410.24518,4.247748,2.0600464,3.185642,1.2510408,1.3079057,MBA
,,,16.3,0.15,85.0,0.24,0,1996-2020,M-v,38h,,,2007 TE456,,2459000.5,61.53322,2.79619,64.16767,10.46665,0.0865026,0.17561902,3.1580695,MPO543232,6,MPCLINUX,0400,2020-03-22,2458650.12094,5.6121921,2.8848883,3.4312507,1.5672193,1.2168166,MBA
,,,15.98,0.15,254.0,0.58,0.0,2007-2020,M-v,3Ek,(346254),,2008 EY24,,2459200.5,130.91127,46.84291,87.92646,8.8435,0.0669596,0.17507214,3.1646428,E2021-B25,11,Pan,0000,2020-07-18,2458452.74368,5.6297233,2.9527396,3.376546,1.5752269,1.2159956,MBA
,,,18.01,0.15,124.0,0.45,0,2006-2020,M-v,3Ek,(490369),,2009 HV73,,2459200.5,189.27189,53.95217,66.49933,22.70428,0.0987672,0.36480342,1.939829,E2021-B25,7,Pan,0006,2020-06-21,2459668.50033,2.7017501,1.7482375,2.1314205,0.960453,1.5876304,Hungaria
,,,17.0,0.15,56.0,0.26,0.0,2005-2020,M-v,38h,,,2015 EK2,,2459000.5,81.24453,82.5487,356.06333,10.1798,0.083967,0.19195656,2.9762363,MPO544457,7,Rudenko,0400,2020-02-02,2458577.25551,5.1345349,2.7263307,3.2261419,1.4776262,1.2418652,MBA
,,,12.51,0.15,2628.0,0.45,0,1951-2021,M-v,3Ek,(6937),Valadon,1010 T-2,['1989 XG'],2459200.5,216.12588,324.38531,203.27481,9.51523,0.0914188,0.18922948,3.0047627,E2021-B10,29,Pan,0000,2021-01-12,2459960.81589,5.2085312,2.7300709,3.2794545,1.4898254,1.2376126,MBA
,,,16.13,0.15,632.0,0.53,0.0,1990-2020,M-v,3Ek,(78068),,2002 LU3,['1999 LL24'],2459200.5,219.64868,127.83948,199.67179,2.9882,0.118425,0.30993584,2.1624937,E2021-B10,16,Pan,0000,2020-02-01,2459653.33998,3.1800378,1.9064004,2.418587,1.0660829,1.4587077,MBA
,,,18.12,0.15,89.0,0.51,0,2001-2020,M-v,3Ek,(524281),,2001 TB177,,2459200.5,228.35279,100.17135,328.11831,3.05281,0.1206798,0.29498701,2.2349482,E2021-B25,8,Pan,0000,2020-06-24,2459646.7814,3.3411902,1.9652351,2.5046613,1.1011996,1.4271332,MBA
,,,8.9,0.15,44.0,0.13,E,,,,,,2000 AB255,,2451540.5,0.0,279.04074,159.03395,20.38839,0.0998214,0.00348523,43.0839324,MPO  4952,1,Marsden,200A,2000-01-02,2451540.5,282.7958316,38.783234,47.3846308,21.3273153,1.0035487,Distant Object
,,,14.8,0.15,788.0,0.45,0,2001-2020,M-v,38h,(111340),,2001 XL96,,2459200.5,303.72716,81.78647,72.36417,10.17014,0.0874048,0.20898452,2.8122891,MPO532443,14,MPCW,0000,2020-01-19,2459469.76801,4.7161754,2.5664815,3.0580967,1.3954022,1.2690939,MBA
,,,18.8,0.15,43.0,0.3,3,1995-2017,M-v,38h,,,2006 UE154,,2459000.5,292.59781,329.80193,11.85885,10.06534,0.2206591,0.26990583,2.3713439,MPO428266,3,MPCLINUX,0000,2017-11-14,2459250.22487,3.6516724,1.8480853,2.8946025,1.1279411,1.3771205,MBA
,,,17.3,0.15,123.0,0.29,0,2004-2019,M-v,38h,(448987),,2012 AP12,,2459200.5,344.5018,62.46907,70.27032,3.57037,0.11346,0.22120428,2.7077404,MPO507913,10,Williams,0000,2019-11-28,2459270.56286,4.4556445,2.4005202,3.0149606,1.3364416,1.2893816,MBA
,,,18.3,0.15,51.0,0.29,3.0,2012-2018,M-v,38h,,,2018 SV8,,2459000.5,145.47902,50.87933,353.05322,13.36049,0.3105178,0.26250148,2.415729,MPO529366,2,Veres,0000,2018-11-10,2458446.29717,3.7546747,1.6656021,3.1658559,1.0914006,1.3630193,MBA
,,,17.3,0.15,122.0,0.25,0.0,2003-2021,M-v,38h,,,2017 FA132,,2459200.5,27.53551,294.05033,146.80385,5.48317,0.1397729,0.22031557,2.7150172,E2021-B69,10,MPCLINUX,0400,2021-01-18,2459075.51783,4.4736178,2.3355314,3.094503,1.3309877,1.2878843,MBA
,,,18.7,0.15,69.0,0.3,,,,,,,2016 UK183,,2457680.5,2.55243,169.74947,217.86462,10.27878,0.1718153,0.17554776,3.1589241,E2020-CB8,1,Williams,2000,2016-10-29,2457665.96019,5.6144703,2.6161726,3.7016756,1.5328355,1.2167096,MBA
,,,16.5,0.15,55.0,0.31,0.0,2010-2020,M-v,38h,,,2016 WJ21,,2459000.5,186.55522,289.01971,200.39243,13.06053,0.2240137,0.18246763,3.0785449,E2020-Q98,6,Pan,0400,2020-08-17,2459951.05111,5.401548,2.3889087,3.7681811,1.4620285,1.2271928,MBA
,,,18.1,0.15,39.0,0.26,0.0,2005-2018,M-v,38h,,,2005 VE133,,2459000.5,150.28624,181.15707,147.8183,9.8397,0.2433948,0.22220199,2.699629,MPO496613,4,Veres,0000,2018-10-03,2458324.15007,4.4356383,2.0425533,3.3567047,1.2698501,1.2910667,MBA
,,,16.7,0.15,37.0,0.23,1,2014-2020,M-v,38h,,,2014 ON273,,2459000.5,312.25518,297.43814,97.31637,17.56776,0.2209453,0.17314699,3.1880571,E2020-Q98,3,Pan,0000,2020-08-17,2459276.24747,5.6923178,2.4836709,3.8924433,1.5162131,1.2131143,MBA
,,,17.9,0.15,48.0,0.19,0.0,2008-2020,M-v,38h,,,2012 HH100,,2459000.5,84.57348,50.12823,86.99707,5.20194,0.0454012,0.24552339,2.5258495,E2020-O85,6,Veres,0400,2020-05-16,2458656.03787,4.0143128,2.4111729,2.6405261,1.2603215,1.3317506,MBA
,,,16.0,0.15,193.0,0.55,0,2003-2020,M-v,3Ek,(338717),,2003 UH78,,2459200.5,331.76645,320.08312,354.99348,7.82317,0.3471578,0.21881894,2.7273829,E2021-B25,9,Pan,0000,2020-05-16,2459329.52702,4.5042156,1.7805507,3.6742151,1.1993414,1.2853706,MBA
,,,17.66,0.15,79.0,0.56,0,1998-2020,M-v,3Ek,(512572),,2016 SJ31,,2459200.5,297.32798,31.218,21.53774,4.78833,0.1508047,0.21668287,2.745278,E2021-B25,8,Pan,0000,2020-08-14,2459489.73394,4.5486183,2.3312772,3.1592788,1.3414224,1.2817998,MBA
,,,17.0,0.15,76.0,0.33,0.0,1999-2020,M-v,38h,,,2012 UN179,,2459000.5,142.40468,30.11757,51.31749,2.21406,0.055227,0.1918217,2.9776311,MPO545864,7,MPCLINUX,0400,2020-05-13,2458258.11955,5.1381448,2.8131855,3.1420767,1.4842746,1.2416542,MBA
,,,16.9,0.15,147.0,0.28,0,2002-2020,M-v,38h,(361777),,2008 AT57,,2459200.5,173.35655,180.26172,140.02206,5.23712,0.1238094,0.23257184,2.6187737,MPO534710,10,MPCW,0000,2020-01-21,2458455.11062,4.2378634,2.2945449,2.9430025,1.2893156,1.3088456,MBA
,,,14.2,0.15,690.0,0.43,0,1994-2019,M-v,38h,(115299),,2003 SM204,,2459200.5,328.9362,269.58379,223.45307,23.16155,0.3324286,0.17486187,3.1671792,MPO506365,14,Williams,0000,2019-11-10,2459378.14772,5.6364928,2.1143183,4.2200401,1.4085891,1.2156803,MBA
,,,18.6,0.15,113.0,0.28,1.0,2005-2020,M-v,38h,,,2005 SJ263,,2459000.5,307.16817,271.06132,37.32182,2.69289,0.2195595,0.31815484,2.1250885,E2020-M96,7,MPCLINUX,0405,2020-06-24,2459166.55699,3.0978867,1.6585051,2.5916719,1.0113228,1.4766702,Object with perihelion distance < 1.665 AU
,,,17.7,0.15,18.0,0.21,3.0,2008-2017,M-v,38h,,,2008 OE31,,2459000.5,196.25644,100.44333,271.59306,5.07697,0.0308675,0.22056002,2.7130108,E2020-E12,2,Veres,0000,2017-09-24,2459742.89917,4.4686597,2.6292669,2.7967547,1.3552129,1.2882958,MBA
,,,15.17,0.15,1069.0,0.56,0,1994-2020,M-v,3Ek,(54772),,2001 LN12,,2459200.5,281.62834,107.20332,263.77188,5.9222,0.1625064,0.3005007,2.2075255,E2021-B10,17,Pan,0000,2020-06-26,2459461.30359,3.2798848,1.8487885,2.5662625,1.0746142,1.4386186,MBA
,,,17.8,0.15,229.0,0.52,0.0,2002-2020,M-v,3Ek,(359071),,2008 YL126,,2459200.5,128.6292,7.4595,95.72808,4.39935,0.1825497,0.27550939,2.3390802,E2021-B25,10,Pan,0000,2020-04-21,2458733.62211,3.5774014,1.9120818,2.7660786,1.1305659,1.3879877,MBA
,,,18.7,0.15,62.0,0.28,1.0,2002-2019,M-v,38h,,,2003 SP356,,2459000.5,240.31831,219.82669,0.02115,19.75021,0.0512554,0.37140791,1.9167639,MPO503736,5,MPCLINUX,0406,2019-11-02,2459322.73787,2.6537068,1.8185194,2.0150084,0.9558642,1.6047021,Hungaria
1.0,1.0,,17.6,0.15,106.0,0.33,1,2003-2019,M-v,3Eh,(396794),,2004 KT,,2459200.5,237.11855,238.47249,267.94376,43.63668,0.6642962,0.39042935,1.8539915,MPO476881,6,MPCLINUX,1803,2019-07-29,2459515.23419,2.52442,0.622392,3.085591,0.5179223,1.6559872,Apollo
,,,18.3,0.15,92.0,0.42,0.0,2003-2020,M-v,38h,,,2016 QC76,,2459000.5,103.95854,82.1456,321.9225,20.15437,0.0995891,0.37718491,1.897142,MPO544905,5,Rudenko,0406,2020-01-24,2458724.88308,2.6130623,1.7082073,2.0860767,0.9391631,1.6199389,Hungaria
,,,18.7,0.15,15.0,0.27,,,,,,,2015 VK127,,2457320.5,357.9907,6.8642,34.90195,21.97992,0.1078124,0.3685045,1.9268187,MPO419529,1,MPCW,2006,2015-11-11,2457325.95258,2.674615,1.7190838,2.1345536,0.9522111,1.5971522,Hungaria
,,,16.88,0.15,256.0,0.5,0,2001-2020,M-v,3Ek,(270220),,2001 TZ168,,2459200.5,219.0338,43.01098,6.38059,10.73395,0.34057,0.2374245,2.582968,E2021-B55,10,Pan,0000,2020-04-22,2459794.23064,4.1512467,1.7032866,3.4626494,1.1416875,1.3173347,MBA
,,,19.3,0.15,86.0,0.34,1,2001-2017,M-v,38h,,,2014 SY279,,2459000.5,270.30199,334.95399,38.15794,4.56808,0.2259783,0.30336208,2.1936223,MPO419482,3,MPCLINUX,0000,2017-08-15,2459296.17978,3.2489481,1.6979113,2.6893333,1.0408012,1.4446523,MBA
,,,13.01,0.15,525.0,0.44,0,2003-2021,M-v,3Ek,(246550),,2008 SO47,['2005 JT47'],2459200.5,12.80515,154.85921,203.44749,6.67845,0.2262741,0.08509707,5.1190926,E2021-B55,13,Pan,0009,2021-01-12,2459050.0229,11.5821578,3.9607745,6.2774107,2.4284976,1.0944987,Jupiter Trojan
,,,18.2,0.15,87.0,0.42,4.0,,M-v,38h,,,2009 DJ40,,2459000.5,143.42956,37.55133,151.76257,4.54031,0.4348442,0.21203656,2.7852374,MPO158635,1,MPCW,2005,2009-04-27,2458324.06193,4.6482912,1.5740931,3.9963817,1.1292892,1.2741009,Object with perihelion distance < 1.665 AU
,,,18.4,0.15,15.0,0.07,,,,,,,2013 HP118,,2456380.5,280.90962,212.42361,74.99784,3.04627,0.0374356,0.20358968,2.8617534,MPO265105,1,MPCS,2000,2013-04-19,2456768.97947,4.8411475,2.7546219,2.9688849,1.4288714,1.2603389,MBA
,,,15.1,0.15,334.0,0.4,0,2003-2019,M-v,38h,(198593),,2005 AK1,,2459200.5,86.43376,250.76371,98.48132,11.80411,0.0674704,0.18095231,3.0957078,MPO506859,12,Williams,0000,2019-11-28,2458722.83953,5.4467814,2.8868392,3.3045764,1.5408077,1.2248818,MBA
,,,17.8,0.15,73.0,0.23,0.0,1993-2019,M-v,38h,,,2004 PF119,,2459000.5,104.29144,150.71377,159.11393,7.64755,0.2146898,0.26642959,2.3919261,MPO542922,8,Rudenko,0400,2019-12-24,2458609.05896,3.6993178,1.878404,2.9054482,1.1408391,1.370464,MBA
,,,16.4,0.15,79.0,0.33,0.0,2009-2020,M-v,38h,,,2017 AK14,,2459200.5,354.18564,59.36869,308.74383,9.01853,0.0907395,0.18175264,3.0866134,E2020-U22,7,MPCLINUX,0400,2020-10-15,2459232.49052,5.4227971,2.8065356,3.3666912,1.5305996,1.2261013,MBA
